welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.088888889,-0.163333333,1,0,0,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,0.087777778,-0.162222222,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,5.422,,0.087777778,-0.162222222,1,0,0,0,0,0,115,1,kleren,images/br_kleren.png,images/cb_kleren.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,4.791,,0.093333333,-0.143333333,1,0,0,0,1,1,157,1,uitlaat,images/br_uitlaat.png,images/cb_uitlaat.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,1.573,,0.093333333,-0.143333333,1,0,0,0,2,2,73,1,volop,images/br_volop.png,images/cb_volop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,0.868,,0.093333333,-0.143333333,1,0,0,0,3,3,7,1,geld,images/br_geld.png,images/cb_geld.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,8.951,,0.093333333,-0.143333333,1,0,0,0,4,4,105,1,wijlen,images/br_wijlen.png,images/cb_wijlen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,2.17,,0.093333333,-0.144444444,1,0,0,0,5,5,69,1,waken,images/br_waken.png,images/cb_waken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,6.466,,0.093333333,-0.144444444,1,0,0,0,6,6,151,1,aanzoek,images/br_aanzoek.png,images/cb_aanzoek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-10-15_08h06.23,vbt_B2_day3,2022.2.4,MacIntel,250,,,,,,down,0,8.151,,0.092222222,-0.145555556,1,0,0,0,7,7,164,1,anarchie,images/br_anarchie.png,images/cb_anarchie.png,0,,,,,,,,,,,,,,,,,,,,,,
